Name,Company,Category,Updated,Size,Installs,Current Version,Requires Android,Content Rating,Interactive Elements,In-app Products,Permissions,Report,Offered By,Developer,Eligible for Family Library
Ninja Legend Idle,hanhaixiao,Adventure,"April 19, 2022",4.5,"50,000+",2.0.4,5.0 and up,"Everyone 10+Fantasy Violence, Mild Blood, Use of Alcohol and Tobacco, Mild LanguageLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,hanhaixiao,
Animal Kingdom: Coin Raid,Innplay Labs,Adventure,"March 29, 2022",73.0,"100,000+",12.7.1,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Innplay Labs,
Cats are Liquid - ABP,Last Quarter Studios Limited Partnership,Adventure,"March 27, 2022",91.0,"1,000,000+",1.2.9,4.4W and up,Everyone 10+Fantasy ViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Last Quarter Studios Limited Partnership,
Prison Break: Stickman Adventure,OneSoft Global PTE. LTD.,Adventure,"May 12, 2022",78.0,"50,000,000+",1.32,4.4 and up,"EveryoneMild Fantasy Violence, Tobacco ReferenceLearn more",,$2.99 - $6.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,OneSoft Global PTE. LTD.,
Animal Master: Hardcore Safari,CASUAL AZUR GAMES,Adventure,"May 15, 2022",87.0,"1,000,000+",1.11,4.4 and up,"TeenViolence, BloodLearn more",,$2.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,CASUAL AZUR GAMES,
Bad Girls Wrestling Game,Fighting Arena,Adventure,"May 13, 2022",107.0,"10,000,000+",1.6.2,5.0 and up,TeenViolenceLearn more,,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Fighting Arena,
LOST in BLUE,Volcano Force,Adventure,"May 17, 2022",851.0,"5,000,000+",1.90.3,4.4 and up,"Mature 17+Violence, BloodLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Volcano Force,
Speed Hero: Superhero Games,Centaurus Games,Adventure,"May 20, 2022",137.0,"10,000,000+",1543,5.0 and up,Everyone 10+Violent ReferencesLearn more,In-Game Purchases,$12.99 - $104.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Centaurus Games,
Westland Survival: Cowboy Game,Helio Games,Adventure,"May 20, 2022",80.0,"10,000,000+",3.3.0,6.0 and up,"TeenViolence, BloodLearn more",Digital Purchases,$0.99 - $139.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Helio Games,
Seekers Notes: Hidden Mystery,MYTONA,Adventure,"May 19, 2022",617.0,"10,000,000+",2.24.1,4.4 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,MYTONA,
Manor Matters,Playrix,Adventure,"May 4, 2022",141.0,"10,000,000+",3.2.1,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Playrix,
Animation Throwdown: Epic CCG,Kongregate,Adventure,"March 30, 2022",122.0,"10,000,000+",1.121.3,5.0 and up,"TeenCrude Humor, Drug Reference, Fantasy Violence, Language, Suggestive ThemesLearn more",Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Kongregate,
Old School RuneScape,Jagex Games Studio,Adventure,"May 9, 2022",8.1,"5,000,000+",205.1,5.0 and up,"TeenFantasy Violence, Use of Alcohol, Crude HumorLearn more",Users Interact,$7.49 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Jagex Games Studio,
Grand Hotel Mania: Hotel games,DeusCraft,Adventure,"May 11, 2022",Varies with device,"10,000,000+",2.1.2.7,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,DeusCraft,
Attack on Time:Kaisen of girls,ONEMT,Adventure,"April 2, 2022",928.0,"100,000+",1.6.36,5.0 and up,TeenSuggestive ThemesLearn more,"Users Interact, In-Game Purchases (Includes Random Items)",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,ONEMT,
Hidden City: Hidden Object,G5 Entertainment,Adventure,"April 29, 2022",182.0,"10,000,000+",1.47.4703,4.2 and up,EveryoneLearn more,"Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,G5 Entertainment,
Disney Twisted-Wonderland,Aniplex Inc.,Adventure,"May 2, 2022",112.0,"100,000+",1.0.3,7.0 and up,Everyone 10+Fantasy ViolenceLearn more,In-Game Purchases,$0.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Aniplex Inc.,
Island Questaway - Jungle Farm,NEXTERS GLOBAL LTD,Adventure,"May 20, 2022",Varies with device,"1,000,000+",0338.1,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $104.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,NEXTERS GLOBAL LTD,
Hotel Craze®️Grand Hotel Game,Casual Joy Games,Adventure,"May 13, 2022",154.0,"1,000,000+",1.0.52,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Casual Joy Games,
Goodville: Farm Game Adventure,Stork Limited,Adventure,"May 7, 2022",159.0,"1,000,000+",3.8.406,6.0 and up,EveryoneLearn more,,$1.99 - $59.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Stork Limited,
Unsolved: Hidden Mystery Games,Artifex Mundi,Adventure,"May 13, 2022",461.0,"1,000,000+",2.7.1.1,7.0 and up,"TeenViolence, BloodLearn more",In-Game Purchases,$1.99 - $79.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Artifex Mundi,
Adventure Escape Mysteries,Haiku Games,Adventure,"March 11, 2022",127.0,"5,000,000+",19.01,4.4 and up,"TeenViolence, Blood, Suggestive Themes, Drug ReferenceLearn more",In-Game Purchases,$0.99 - $34.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Haiku Games,
Zoo 2: Animal Park,upjers GmbH,Adventure,"May 9, 2022",149.0,"10,000,000+",1.79.0,4.4 and up,EveryoneLearn more,Digital Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,upjers GmbH,
Pearl's Peril - Hidden Objects,Wooga,Adventure,"April 20, 2022",Varies with device,"10,000,000+",7.4.3471,4.4 and up,"TeenViolence, BloodLearn more","Shares Info, Digital Purchases",$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Wooga,
Poppy Playtime Chapter 1,MOB Games Studio,Adventure,"May 10, 2022",615.0,"100,000+",1.0.6,5.0 and up,"TeenViolence, BloodLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,MOB Games Studio,"Eligible if bought after 7/2/2016.
Learn More"
Hotel Frenzy: Home Design,Casual Joy Games,Adventure,"May 13, 2022",152.0,"1,000,000+",1.0.49,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Casual Joy Games,
ARK: Survival Evolved,Studio Wildcard,Adventure,"June 9, 2021",66.0,"10,000,000+",2.0.25,7.0 and up,"TeenBlood, Crude Humor, Use of Alcohol, ViolenceLearn more","Users Interact, Digital Purchases",$0.99 - $39.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Studio Wildcard,
Hidden Object: Coastal Hill,AdoreStudio Limited,Adventure,"May 19, 2022",199.0,"1,000,000+",1.21.8,5.1 and up,"Everyone 10+Use of Tobacco, Alcohol ReferenceLearn more",In-Game Purchases,$0.49 - $89.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,AdoreStudio Limited,
Family Guy The Quest for Stuff,"Jam City, Inc.",Adventure,"May 19, 2022",144.0,"10,000,000+",5.4.4,7.0 and up,"Mature 17+Drug Reference, Violence, Blood, Suggestive Themes, Strong LanguageLearn more",Digital Purchases,$1.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,"Jam City, Inc.",
Love Live! All Stars,Bushiroad International Pte Ltd_,Adventure,"May 11, 2022",163.0,"500,000+",3.2.3,5.0 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $84.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Bushiroad International Pte Ltd_,
Titan Hunters,TOPEBOX,Adventure,"May 16, 2022",257.0,"100,000+",1.0.6,7.0 and up,"Everyone 10+Fantasy Violence, Mild BloodLearn more",In-Game Purchases,$1.99 - $104.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,TOPEBOX,
Merge Mermaids-design home&create magic fish life.,XJoy Games,Adventure,"May 6, 2022",159.0,"500,000+",2.26.0,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,XJoy Games,
Murder in Alps: Hidden Mystery,Nordcurrent,Adventure,"March 31, 2022",108.0,"10,000,000+",7.0.5,4.4 and up,"TeenViolence, Blood, Use of Alcohol and TobaccoLearn more",Digital Purchases,$0.99 - $39.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Nordcurrent,
Mutiny: Pirate Survival RPG,Helio Games,Adventure,"May 14, 2022",78.0,"1,000,000+",0.32.1,7.0 and up,"TeenViolence, BloodLearn more","Users Interact, In-Game Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Helio Games,
Hidden Hotel: Miami Mystery,Tilting Point,Adventure,"April 18, 2022",Varies with device,"10,000,000+",1.1.79,5.0 and up,EveryoneLearn more,"Users Interact, Digital Purchases",$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Tilting Point,
Merge Witches-Match Puzzles,XJoy Games,Adventure,"May 9, 2022",414.0,"500,000+",3.11.0,4.4 and up,EveryoneLearn more,In-Game Purchases,$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,XJoy Games,
Minecraft,Mojang,Arcade,"May 5, 2022",Varies with device,"10,000,000+",1.18.32.02,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,"Users Interact, In-Game Purchases",$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Mojang,Learn More
Geometry Dash,RobTop Games,Arcade,"November 15, 2017",85.0,"5,000,000+",2.111,4.0 and up,EveryoneLearn more,Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,RobTop Games,Learn More
My Boy! - GBA Emulator,Fast Emulator,Arcade,"May 21, 2017",Varies with device,"1,000,000+",Varies with device,Varies with device,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Fast Emulator,Learn More
Grand Theft Auto: Vice City,Rockstar Games,Arcade,"February 6, 2019",7.3,"1,000,000+",1.09,7.0 and up,"Mature 17+Blood and Gore, Strong Language, Strong Sexual Content, ViolenceLearn more",,,View details,ReportFlag as inappropriate,Flag as inappropriate,Rockstar Games,"Eligible if bought after 7/2/2016.
Learn More"
My OldBoy! - GBC Emulator,Fast Emulator,Arcade,"April 8, 2017",Varies with device,"100,000+",Varies with device,Varies with device,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Fast Emulator,Learn More
Vector Full,NEKKI,Arcade,"April 18, 2022",105.0,"500,000+",1.4.0,4.4 and up,Everyone 10+Fantasy ViolenceLearn more,Digital Purchases,$0.99 - $4.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,NEKKI,"Eligible if bought after 7/2/2016.
Learn More"
Pizza Boy GBA Pro,Pizza Emulators,Arcade,"May 16, 2022",19.0,"10,000+",1.36.6,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Pizza Emulators,"Eligible if bought after 7/2/2016.
Learn More"
Fruit Ninja Classic,Halfbrick Studios,Arcade,"July 24, 2020",Varies with device,"1,000,000+",2.4.6,4.1 and up,EveryoneLearn more,Digital Purchases,$0.99 - $49.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Halfbrick Studios,Learn More
Sonic Jump Pro,SEGA,Arcade,"February 5, 2018",Varies with device,"100,000+",2.0.3,2.3.3 and up,EveryoneMild Fantasy ViolenceLearn more,Digital Purchases,$0.99 - $28.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SEGA,"Eligible if bought after 7/2/2016.
Learn More"
John GBA,John emulators,Arcade,"February 11, 2021",1.1,"100,000+",3.93,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,John emulators,"Eligible if bought after 7/2/2016.
Learn More"
Pizza Boy GBC Emulator Pro,Pizza Emulators,Arcade,"February 26, 2022",17.0,"10,000+",5.1.5,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Pizza Emulators,Learn More
Yaba Sanshiro 2 Pro - Sega Saturn Emulator,devMiyax,Arcade,"April 17, 2022",126.0,"5,000+",1.8.3-PRO,7.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,devMiyax,"Eligible if bought after 7/2/2016.
Learn More"
vDS - NDS Emulator,icorewwwi,Arcade,"July 14, 2020",14.0,"50,000+",1.0.2,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,icorewwwi,"Eligible if bought after 7/2/2016.
Learn More"
"Peace, Death!",AZAMATIKA,Arcade,"October 25, 2021",37.0,"500,000+",1.9.17,4.1 and up,"TeenFantasy Violence, Drug Reference, LanguageLearn more",Digital Purchases,,View details,ReportFlag as inappropriate,Flag as inappropriate,AZAMATIKA,"Eligible if bought after 7/2/2016.
Learn More"
THE KING OF FIGHTERS '98,SNK CORPORATION,Arcade,"January 31, 2022",71.0,"100,000+",1.6,6.0 and up,"TeenViolence, Use of Alcohol and TobaccoLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,SNK CORPORATION,"Eligible if bought after 7/2/2016.
Learn More"
Ms. PAC-MAN,BANDAI NAMCO Entertainment America Inc.,Arcade,"January 9, 2020",25.0,"100,000+",2.6.0,4.0.3 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,BANDAI NAMCO Entertainment America Inc.,"Eligible if bought after 7/2/2016.
Learn More"
MD.emu,Robert Broglia,Arcade,"May 1, 2022",Varies with device,"50,000+",Varies with device,Varies with device,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Robert Broglia,"Eligible if bought after 7/2/2016.
Learn More"
RESET Collection,Retro Lounge Lab,Arcade,"March 2, 2022",94.0,"10,000+",1.1.19,5.0 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Retro Lounge Lab,"Eligible if bought after 7/2/2016.
Learn More"
THE KING OF FIGHTERS-A 2012,SNK CORPORATION,Arcade,"June 8, 2020",24.0,"100,000+",1.0.8,4.0.3 and up,"TeenViolence, Use of AlcoholLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,SNK CORPORATION,"Eligible if bought after 7/2/2016.
Learn More"
John GBC,John emulators,Arcade,"February 11, 2021",1.1,"100,000+",3.93,4.1 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,John emulators,"Eligible if bought after 7/2/2016.
Learn More"
7 Sexy Sins,Zai Studio,Arcade,"March 17, 2021",102.0,"10,000+",1.0.11,5.0 and up,TeenSexual ThemesLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Zai Studio,"Eligible if bought after 7/2/2016.
Learn More"
Nostalgia.NES Pro (NES Emulator),Nostalgia Emulators,Arcade,"May 19, 2020",3.7,"50,000+",2.0.9,4.0.3 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Nostalgia Emulators,"Eligible if bought after 7/2/2016.
Learn More"
Worms 3,Team 17 Digital Limited,Arcade,"January 12, 2021",14.0,"1,000,000+",2.1.705708,4.1 and up,"Everyone 10+Mild Fantasy Violence, Crude HumorLearn more",Digital Purchases,$0.99 - $2.49 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Team 17 Digital Limited,"Eligible if bought after 7/2/2016.
Learn More"
Vector 2 Premium,NEKKI,Arcade,"February 22, 2022",119.0,"10,000+",1.2.1,4.4 and up,Everyone 10+Fantasy ViolenceLearn more,Digital Purchases,$0.99 - $14.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,NEKKI,"Eligible if bought after 7/2/2016.
Learn More"
holedown,grapefrukt games,Arcade,"August 19, 2021",37.0,"100,000+",1.0.7,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,grapefrukt games,Learn More
Retro8 (NES Emulator),Neutron Emulation,Arcade,"May 10, 2022",Varies with device,"10,000+",1.1.20,4.0.3 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Neutron Emulation,"Eligible if bought after 7/2/2016.
Learn More"
SNKRX,mazette!,Arcade,"August 17, 2021",63.0,"10,000+",1.25,4.0 and up,EveryoneMild Fantasy ViolenceLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,mazette!,"Eligible if bought after 7/2/2016.
Learn More"
Galaxy Attack (Premium),OneSoft Global PTE. LTD.,Arcade,"May 21, 2022",111.0,"1,000,000+",38.2,4.4 and up,EveryoneMild Fantasy ViolenceLearn more,,$0.99 - $199.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,OneSoft Global PTE. LTD.,"Eligible if bought after 7/2/2016.
Learn More"
Ordia,Loju,Arcade,"November 10, 2021",95.0,"50,000+",1.0.18,4.4 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Loju,"Eligible if bought after 7/2/2016.
Learn More"
METAL SLUG 2,SNK CORPORATION,Arcade,"February 16, 2022",45.0,"100,000+",1.5,6.0 and up,"TeenViolence, BloodLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,SNK CORPORATION,"Eligible if bought after 7/2/2016.
Learn More"
METAL SLUG X,SNK CORPORATION,Arcade,"February 16, 2022",64.0,"100,000+",1.4,6.0 and up,"TeenViolence, BloodLearn more",Users Interact,,View details,ReportFlag as inappropriate,Flag as inappropriate,SNK CORPORATION,"Eligible if bought after 7/2/2016.
Learn More"
Nostalgia.GBA Pro (GBA Emulator),Nostalgia Emulators,Arcade,"April 7, 2020",3.2,"1,000+",2.0.9,4.0.3 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,Nostalgia Emulators,"Eligible if bought after 7/2/2016.
Learn More"
The Impossible Game Level Pack,FlukeGames,Arcade,"September 10, 2015",2.9,"100,000+",1.2.2,1.6 and up,EveryoneLearn more,,,View details,ReportFlag as inappropriate,Flag as inappropriate,FlukeGames,"Eligible if bought after 7/2/2016.
Learn More"
Clawee - Real Claw Machines,Gigantic Ltd.,Arcade,"May 19, 2022",86.0,"5,000,000+",7.4.913.0,6.0 and up,EveryoneLearn more,Digital Purchases,$0.99 - $399.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,Gigantic Ltd.,
Subway Surfers,SYBO Games,Arcade,"May 12, 2022",187.0,"1,000,000,000+",2.34.0,5.0 and up,Everyone 10+Fantasy ViolenceLearn more,In-Game Purchases (Includes Random Items),$0.99 - $99.99 per item,View details,ReportFlag as inappropriate,Flag as inappropriate,SYBO Games,
